name,gt,gpt4v
EP09_02-101,disgust,"repression,others,disgust,surprise,happiness"
EP03_04-129,happiness,"others,repression,surprise,disgust,happiness"
EP04_02-46,surprise,"disgust,repression,others,surprise,happiness"
EP10_06-121,repression,"others,repression,surprise,happiness,disgust"
EP02_03-109,disgust,"repression,others,surprise,happiness,disgust"
EP19_06f-71,disgust,"repression,others,disgust,surprise,happiness"
EP06_02_02-81,disgust,"repression,others,disgust,surprise,happiness"
EP05_03-56,happiness,"repression,others,happiness,surprise,disgust"
EP16_01f-29,disgust,"repression,others,disgust,surprise,happiness"
EP13_09-46,happiness,"repression,others,disgust,surprise,happiness"
EP04_16-56,disgust,"repression,others,disgust,surprise,happiness"
EP05_02-91,happiness,"happiness,others,surprise,repression,disgust"
EP08_05-39,others,"disgust,repression,others,surprise,happiness"
EP06_01f-144,repression,"repression,disgust,others,surprise,happiness"
EP11_01-69,surprise,"others,repression,disgust,surprise,happiness"
EP15_02-79,surprise,"repression,others,disgust,surprise,happiness"
EP13_01-164,others,"repression,others,disgust,surprise,happiness"
EP08_02-54,disgust,"repression,others,disgust,surprise,happiness"
EP17_08-41,repression,"repression,others,disgust,surprise,happiness"
EP13_01-74,repression,"repression,others,disgust,surprise,happiness"
EP01_06-86,happiness,"repression,others,disgust,happiness,surprise"
EP07_01-71,disgust,"repression,others,disgust,surprise,happiness"
EP12_02f-84,disgust,"repression,others,disgust,surprise,happiness"
EP01_02-99,disgust,"repression,others,disgust,surprise,happiness"
EP05_03f-59,repression,"repression,others,disgust,surprise,happiness"
EP04_03-41,others,"repression,others,disgust,surprise,happiness"
EP01_01-109,disgust,"repression,others,disgust,surprise,happiness"
EP09_04-56,disgust,"repression,others,happiness,surprise,disgust"
EP15_03f-81,others,"repression,others,disgust,surprise,happiness"
EP19_05f-416,disgust,"repression,others,disgust,surprise,happiness"
EP07_04-81,disgust,"repression,others,disgust,surprise,happiness"
EP18_03-39,others,"repression,others,disgust,surprise,happiness"
EP13_06-109,disgust,"repression,others,disgust,surprise,happiness"
EP19_04f-84,others,"repression,others,happiness,surprise,disgust"
EP04_02-54,others,"repression,others,disgust,surprise,happiness"
EP02_07-66,surprise,"repression,others,disgust,surprise,happiness"
EP04_04f-44,others,"repression,others,happiness,surprise,disgust"
EP18_06-81,disgust,"repression,others,disgust,surprise,happiness"
EP19_03f-94,others,"repression,disgust,others,surprise,happiness"
EP04_02f-269,happiness,"repression,others,disgust,surprise,happiness"
EP16_05-114,disgust,"repression,others,disgust,surprise,happiness"
EP15_01f-89,others,"repression,others,disgust,surprise,happiness"
EP02_03-59,others,"repression,others,disgust,surprise,happiness"
EP05_09-144,repression,"repression,others,disgust,surprise,happiness"
EP06_01f-121,repression,"repression,others,disgust,surprise,happiness"
EP05_09-94,others,"repression,others,disgust,surprise,happiness"
EP07_04-116,others,"repression,others,disgust,surprise,happiness"
EP06_08-194,repression,"repression,others,disgust,surprise,happiness"
EP08_01-139,others,"repression,others,disgust,surprise,happiness"
EP16_01-111,others,"repression,others,disgust,surprise,happiness"
EP14_01-114,surprise,"repression,others,disgust,surprise,happiness"
EP05_24f-141,repression,"disgust,repression,others,surprise,happiness"
EP07_03-46,others,"repression,others,disgust,surprise,happiness"
EP03_14f-91,disgust,"repression,disgust,others,surprise,happiness"
EP18_47-49,disgust,"repression,others,disgust,surprise,happiness"
EP06_01f-54,others,"repression,others,disgust,surprise,happiness"
EP13_04-51,surprise,"repression,others,disgust,surprise,happiness"
EP08_03-69,others,"repression,others,disgust,surprise,happiness"
EP13_07f-64,others,"repression,others,disgust,surprise,happiness"
EP09_10-36,others,"repression,others,disgust,surprise,happiness"
