name,gt,gpt4v
sample_0844,disgust,"sadness,disgust,anger,fear,surprise"
sample_1036,happiness,"happiness,surprise,fear,sadness,disgust"
sample_0386,surprise,"neutral,sadness,disgust,anger,fear"
sample_0273,anger,"sadness,disgust,anger,fear,surprise"
sample_1209,fear,"sadness,disgust,anger,fear,happiness"
sample_0628,anger,"anger,disgust,sadness,fear,surprise"
sample_0374,fear,"anger,disgust,sadness,fear,surprise"
sample_1081,anger,"sadness,disgust,anger,fear,surprise"
sample_1028,fear,"sadness,disgust,anger,fear,surprise"
sample_0653,surprise,"sadness,disgust,anger,fear,surprise"
sample_0746,surprise,"sadness,anger,disgust,fear,surprise"
sample_0599,anger,"sadness,disgust,anger,fear,surprise"
sample_1044,surprise,"sadness,anger,disgust,fear,surprise"
sample_1284,surprise,"sadness,disgust,anger,fear,surprise"
sample_1212,fear,"happiness,surprise,fear,disgust,anger"
sample_0733,happiness,"happiness,surprise,fear,disgust,anger"
sample_0041,fear,"surprise,fear,happiness,sadness,anger"
sample_0863,surprise,"sadness,disgust,anger,fear,surprise"
sample_0068,disgust,"sadness,disgust,anger,fear,happiness"
sample_0204,sadness,"sadness,disgust,anger,fear,surprise"
sample_0325,sadness,"sadness,anger,disgust,fear,surprise"
sample_0422,anger,"fear,surprise,sadness,disgust,anger"
sample_0356,surprise,"sadness,anger,disgust,fear,surprise"
sample_0026,surprise,"happiness,surprise,fear,sadness,anger"
sample_1150,fear,"sadness,disgust,anger,fear,surprise"
sample_0605,disgust,"happiness,surprise,fear,sadness,disgust"
sample_0128,disgust,"sadness,disgust,anger,fear,happiness"
sample_1035,happiness,"happiness,surprise,sadness,fear,anger"
sample_0087,surprise,"anger,disgust,fear,sadness,surprise"
sample_0821,fear,"sadness,fear,disgust,anger,happiness"
sample_0197,happiness,"happiness,surprise,sadness,fear,anger"
sample_0906,disgust,"anger,disgust,fear,sadness,surprise"
sample_0924,surprise,"sadness,disgust,anger,fear,surprise"
sample_0502,sadness,"sadness,disgust,anger,fear,happiness"
sample_0247,disgust,"anger,disgust,sadness,fear,surprise"
sample_0504,surprise,"happiness,surprise,fear,sadness,disgust"
sample_0234,sadness,"anger,disgust,sadness,fear,surprise"
sample_0222,fear,"anger,disgust,sadness,fear,happiness"
sample_0845,disgust,"disgust,anger,sadness,fear,surprise"
sample_0369,disgust,"happiness,surprise,sadness,fear,disgust"
sample_1237,disgust,"happiness,surprise,sadness,anger,disgust"
sample_0660,anger,"anger,disgust,sadness,fear,surprise"
sample_0256,happiness,"surprise,fear,happiness,sadness,anger"
sample_0014,fear,"sadness,disgust,anger,fear,surprise"
sample_0624,surprise,"sadness,anger,disgust,fear,surprise"
sample_0015,fear,"disgust,anger,sadness,fear,surprise"
sample_1181,fear,"sadness,fear,disgust,anger,surprise"
sample_0828,sadness,"anger,disgust,sadness,fear,happiness"
sample_0045,fear,"happiness,surprise,sadness,anger,disgust"
sample_1010,sadness,"sadness,disgust,anger,fear,surprise"
sample_1088,fear,"anger,disgust,sadness,fear,surprise"
sample_0403,happiness,"surprise,happiness,sadness,anger,disgust"
sample_0667,disgust,"anger,disgust,sadness,fear,surprise"
sample_1282,sadness,"sadness,disgust,anger,fear,surprise"
sample_1008,sadness,"fear,surprise,sadness,disgust,anger"
sample_0450,anger,"sadness,disgust,anger,fear,happiness"
sample_0530,sadness,"sadness,disgust,anger,fear,surprise"
sample_0816,disgust,"anger,disgust,sadness,fear,surprise"
sample_1092,fear,"sadness,disgust,anger,fear,surprise"
sample_1283,surprise,"happiness,surprise,fear,sadness,disgust"
sample_0200,happiness,"happiness,surprise,sadness,fear,disgust"
sample_0107,happiness,"happiness,surprise,sadness,fear,disgust"
sample_0300,surprise,"sadness,disgust,anger,fear,surprise"
sample_0151,anger,"anger,disgust,fear,sadness,surprise"
sample_0928,anger,"sadness,disgust,anger,fear,surprise"
sample_1262,anger,"sadness,fear,disgust,anger,surprise"
sample_0724,disgust,"anger,disgust,sadness,fear,surprise"
sample_0799,sadness,"happiness,surprise,sadness,fear,disgust"
sample_0028,surprise,"anger,disgust,fear,sadness,surprise"
sample_0001,anger,"disgust,anger,sadness,fear,surprise"
sample_1060,fear,"happiness,surprise,sadness,fear,disgust"
sample_0713,surprise,"happiness,surprise,sadness,fear,anger"
sample_0826,happiness,"sadness,disgust,anger,fear,surprise"
sample_1167,surprise,"surprise,fear,sadness,disgust,anger"
sample_0451,anger,"sadness,disgust,anger,fear,surprise"
sample_0822,fear,"anger,disgust,fear,sadness,surprise"
sample_0983,surprise,"happiness,surprise,fear,sadness,disgust"
sample_1082,anger,"anger,disgust,fear,sadness,surprise"
sample_1187,happiness,"happiness,surprise,sadness,fear,disgust"
sample_0797,happiness,"happiness,surprise,sadness,fear,anger"
sample_0918,sadness,"sadness,neutral,disgust,anger,fear"
sample_1051,anger,"happiness,surprise,neutral,sadness,disgust"
sample_0627,surprise,"surprise,happiness,neutral,fear,disgust"
sample_1085,disgust,"sadness,disgust,anger,fear,neutral"
sample_1219,sadness,"sadness,neutral,disgust,anger,fear"
sample_0363,anger,"neutral,sadness,disgust,anger,fear"
sample_0062,anger,"anger,disgust,sadness,fear,neutral"
sample_0042,fear,"surprise,happiness,neutral,fear,disgust"
sample_0677,happiness,"happiness,surprise,sadness,disgust,anger"
sample_0574,disgust,"disgust,anger,sadness,fear,surprise"
sample_1039,sadness,"sadness,disgust,anger,fear,surprise"
sample_0106,happiness,"happiness,surprise,sadness,anger,disgust"
sample_1122,fear,"sadness,disgust,anger,fear,surprise"
sample_1089,fear,"anger,disgust,fear,sadness,surprise"
sample_1043,surprise,"sadness,disgust,anger,fear,surprise"
sample_1019,anger,"sadness,disgust,anger,fear,surprise"
sample_0475,surprise,"sadness,disgust,anger,fear,surprise"
sample_1226,surprise,"fear,surprise,sadness,disgust,anger"
sample_0764,happiness,"surprise,fear,happiness,sadness,disgust"
sample_0006,disgust,"sadness,disgust,anger,fear,surprise"
sample_0004,anger,"anger,disgust,sadness,fear,surprise"
sample_0901,anger,"happiness,surprise,fear,sadness,disgust"
sample_0672,fear,"sadness,disgust,anger,fear,happiness"
sample_0512,anger,"anger,disgust,fear,sadness,surprise"
sample_1052,anger,"sadness,disgust,anger,fear,surprise"
sample_0517,disgust,"happiness,surprise,sadness,fear,disgust"
sample_1118,fear,"sadness,disgust,anger,fear,happiness"
sample_0020,happiness,"happiness,surprise,sadness,fear,anger"
sample_0662,anger,"sadness,anger,disgust,fear,happiness"
sample_0646,happiness,"happiness,surprise,sadness,anger,fear"
sample_0216,disgust,"anger,disgust,sadness,fear,surprise"
sample_0143,sadness,"sadness,disgust,fear,anger,happiness"
sample_1276,happiness,"happiness,surprise,sadness,anger,disgust"
sample_0971,fear,"surprise,fear,sadness,disgust,anger"
sample_0899,anger,"happiness,surprise,sadness,anger,fear"
sample_0262,sadness,"anger,disgust,sadness,fear,surprise"
sample_0670,fear,"surprise,fear,anger,sadness,disgust"
sample_0738,sadness,"anger,disgust,fear,sadness,surprise"
sample_0420,anger,"sadness,anger,disgust,fear,surprise"
sample_0525,happiness,"happiness,surprise,sadness,anger,fear"
sample_0897,surprise,"disgust,anger,sadness,fear,surprise"
sample_1055,disgust,"anger,disgust,fear,sadness,surprise"
sample_0697,disgust,"surprise,fear,happiness,disgust,anger"
sample_0915,happiness,"happiness,surprise,sadness,fear,disgust"
sample_0339,disgust,"happiness,surprise,sadness,anger,fear"
sample_0437,happiness,"sadness,disgust,anger,fear,surprise"
sample_1140,anger,"anger,disgust,sadness,fear,surprise"
sample_1121,fear,"disgust,anger,sadness,fear,happiness"
sample_0969,fear,"sadness,disgust,anger,fear,surprise"
sample_0013,fear,"disgust,anger,sadness,fear,surprise"
sample_1032,fear,"sadness,disgust,anger,fear,surprise"
sample_1027,disgust,"happiness,surprise,fear,sadness,disgust"
sample_0557,happiness,"sadness,disgust,anger,fear,surprise"
sample_0700,fear,"anger,disgust,fear,sadness,surprise"
sample_0280,disgust,"sadness,fear,disgust,anger,surprise"
sample_0665,disgust,"anger,disgust,fear,sadness,surprise"
sample_0495,happiness,"happiness,surprise,sadness,disgust,anger"
sample_0097,disgust,"sadness,disgust,anger,fear,surprise"
sample_0103,fear,"happiness,surprise,sadness,anger,fear"
sample_0947,happiness,"sadness,disgust,anger,fear,surprise"
