name,gt,gpt4v
S005_001_00000009.png,disgust,
S005_001_00000010.png,disgust,
S005_001_00000011.png,disgust,
S010_002_00000012.png,surprise,
S010_002_00000013.png,surprise,
S010_002_00000014.png,surprise,
S010_004_00000017.png,anger,
S010_004_00000018.png,anger,
S010_004_00000019.png,anger,
S010_006_00000013.png,happy,
S010_006_00000014.png,happy,
S010_006_00000015.png,happy,
S011_001_00000014.png,surprise,
S011_001_00000015.png,surprise,
S011_001_00000016.png,surprise,
S011_002_00000020.png,sadness,
S011_002_00000021.png,sadness,
S011_002_00000022.png,sadness,
S011_003_00000012.png,fear,
S011_003_00000013.png,fear,
S011_003_00000014.png,fear,
S011_004_00000019.png,anger,
S011_004_00000020.png,anger,
S011_004_00000021.png,anger,
S011_005_00000018.png,disgust,
S011_005_00000019.png,disgust,
S011_005_00000020.png,disgust,
S011_006_00000011.png,happy,
S011_006_00000012.png,happy,
S011_006_00000013.png,happy,
S014_001_00000027.png,surprise,
S014_001_00000028.png,surprise,
S014_001_00000029.png,surprise,
S014_002_00000014.png,sadness,
S014_002_00000015.png,sadness,
S014_002_00000016.png,sadness,
S014_003_00000028.png,anger,
S014_003_00000029.png,anger,
S014_003_00000030.png,anger,
S014_005_00000015.png,happy,
S014_005_00000016.png,happy,
S014_005_00000017.png,happy,
S022_001_00000028.png,surprise,
S022_001_00000029.png,surprise,
S022_001_00000030.png,surprise,
S022_005_00000030.png,anger,
S022_005_00000031.png,anger,
S022_005_00000032.png,anger,
S022_006_00000015.png,disgust,
S022_006_00000016.png,disgust,
S022_006_00000017.png,disgust,
S026_001_00000013.png,surprise,
S026_001_00000014.png,surprise,
S026_001_00000015.png,surprise,
S026_002_00000014.png,sadness,
S026_002_00000015.png,sadness,
S026_002_00000016.png,sadness,
S026_003_00000013.png,anger,
S026_003_00000014.png,anger,
S026_003_00000015.png,anger,
S026_006_00000011.png,happy,
S026_006_00000012.png,happy,
S026_006_00000013.png,happy,
S028_001_00000022.png,anger,
S028_001_00000023.png,anger,
S028_001_00000024.png,anger,
S029_001_00000017.png,anger,
S029_001_00000018.png,anger,
S029_001_00000019.png,anger,
S032_001_00000020.png,surprise,
S032_001_00000021.png,surprise,
S032_001_00000022.png,surprise,
S032_003_00000015.png,anger,
S032_003_00000016.png,anger,
S032_003_00000017.png,anger,
S032_004_00000012.png,fear,
S032_004_00000013.png,fear,
S032_004_00000014.png,fear,
S032_005_00000014.png,disgust,
S032_005_00000015.png,disgust,
S032_005_00000016.png,disgust,
S032_006_00000014.png,happy,
S032_006_00000015.png,happy,
S032_006_00000016.png,happy,
S034_001_00000027.png,surprise,
S034_001_00000028.png,surprise,
S034_001_00000029.png,surprise,
S034_003_00000025.png,anger,
S034_003_00000026.png,anger,
S034_003_00000027.png,anger,
S034_005_00000008.png,happy,
S034_005_00000009.png,happy,
S034_005_00000010.png,happy,
S035_001_00000013.png,surprise,
S035_001_00000014.png,surprise,
S035_001_00000015.png,surprise,
S035_005_00000017.png,disgust,
S035_005_00000018.png,disgust,
S035_005_00000019.png,disgust,
S035_006_00000016.png,happy,
S035_006_00000017.png,happy,
S035_006_00000018.png,happy,
S037_001_00000018.png,surprise,
S037_001_00000019.png,surprise,
S037_001_00000020.png,surprise,
S037_003_00000020.png,anger,
S037_003_00000021.png,anger,
S037_003_00000022.png,anger,
S037_006_00000019.png,happy,
S037_006_00000020.png,happy,
S037_006_00000021.png,happy,
S042_001_00000017.png,surprise,
S042_001_00000018.png,surprise,
S042_001_00000019.png,surprise,
S042_002_00000014.png,sadness,
S042_002_00000015.png,sadness,
S042_002_00000016.png,sadness,
S042_004_00000018.png,anger,
S042_004_00000019.png,anger,
S042_004_00000020.png,anger,
